Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
22987,TechCorp,Email,All Ages,15 days,Google Ads,0.14,18067,6.88,New York,Spanish,948,6082,5,Outdoor Adventurers,12/23/2021
22988,DataTech Solutions,Influencer,Women 35-44,60 days,Instagram,0.05,14616,3.1,New York,German,696,3452,9,Fashionistas,12/24/2021
22989,TechCorp,Influencer,All Ages,60 days,Google Ads,0.12,16871,3.03,Miami,German,783,1546,4,Health & Wellness,12/25/2021
22990,Innovate Industries,Social Media,All Ages,60 days,Instagram,0.11,9021,5.45,New York,Mandarin,674,7847,4,Foodies,12/26/2021
22991,Alpha Innovations,Search,Men 18-24,45 days,Website,0.03,17129,2.94,Chicago,German,156,2460,3,Outdoor Adventurers,12/27/2021
22992,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.15,14419,3.48,Houston,French,416,4437,5,Health & Wellness,12/28/2021
22993,Innovate Industries,Email,All Ages,60 days,Email,0.06,6573,3.64,New York,English,855,7953,6,Fashionistas,12/29/2021
22994,TechCorp,Search,Men 25-34,45 days,Email,0.12,19744,2.86,Chicago,Mandarin,670,1965,8,Health & Wellness,12/30/2021
22995,TechCorp,Social Media,All Ages,60 days,Website,0.15,5365,5.55,Miami,German,208,8313,8,Tech Enthusiasts,12/31/2021
22996,NexGen Systems,Search,Men 25-34,60 days,Instagram,0.07,11033,6.55,New York,English,563,4355,1,Fashionistas,1/1/2021
22997,Innovate Industries,Search,All Ages,15 days,Email,0.14,13332,4.01,Los Angeles,French,229,1437,8,Fashionistas,1/2/2021
22998,NexGen Systems,Email,Women 35-44,60 days,Instagram,0.1,11654,4.92,Miami,French,749,8042,1,Health & Wellness,1/3/2021
22999,DataTech Solutions,Influencer,Women 25-34,60 days,Facebook,0.11,6881,6.1,New York,English,169,4188,7,Foodies,1/4/2021
23000,Alpha Innovations,Display,Women 25-34,30 days,Website,0.02,17410,2.68,Miami,French,184,5979,9,Tech Enthusiasts,1/5/2021
23001,Alpha Innovations,Email,Women 35-44,30 days,Google Ads,0.03,5425,3.44,New York,Spanish,559,6201,4,Tech Enthusiasts,1/6/2021
23002,NexGen Systems,Social Media,Men 18-24,30 days,Website,0.1,17153,7.48,Chicago,English,519,9471,6,Fashionistas,1/7/2021
23003,NexGen Systems,Email,Men 25-34,60 days,Email,0.09,7618,5.25,Chicago,Spanish,334,1342,1,Health & Wellness,1/8/2021
23004,TechCorp,Email,Men 18-24,30 days,Instagram,0.09,17408,4.91,Miami,English,570,2686,3,Foodies,1/9/2021
23005,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.15,13564,4.18,Los Angeles,Mandarin,376,9615,7,Outdoor Adventurers,1/10/2021
23006,TechCorp,Influencer,All Ages,15 days,Google Ads,0.15,9901,6.7,Miami,Mandarin,195,2582,2,Fashionistas,1/11/2021
23007,TechCorp,Display,Women 35-44,15 days,YouTube,0.12,17078,4.64,New York,French,962,8759,1,Tech Enthusiasts,1/12/2021
23008,NexGen Systems,Email,All Ages,15 days,Website,0.05,15286,4.88,Miami,English,531,9866,5,Outdoor Adventurers,1/13/2021
23009,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.02,5759,7.6,New York,English,790,2164,4,Tech Enthusiasts,1/14/2021
23010,Alpha Innovations,Influencer,Women 35-44,45 days,Email,0.06,19769,3.21,Miami,Mandarin,600,5899,5,Outdoor Adventurers,1/15/2021
23011,NexGen Systems,Display,Men 18-24,60 days,YouTube,0.04,13693,4.26,Miami,French,978,4647,10,Health & Wellness,1/16/2021
23012,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.14,10905,4.52,Houston,Mandarin,262,3496,5,Outdoor Adventurers,1/17/2021
23013,DataTech Solutions,Search,Men 18-24,45 days,Google Ads,0.04,12752,5.7,New York,Mandarin,547,6385,7,Tech Enthusiasts,1/18/2021
23014,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.09,8326,2.99,New York,French,516,7713,3,Tech Enthusiasts,1/19/2021
23015,DataTech Solutions,Email,Women 25-34,15 days,Google Ads,0.15,9592,6.08,Houston,Mandarin,990,5601,5,Tech Enthusiasts,1/20/2021
23016,DataTech Solutions,Search,Men 25-34,15 days,Email,0.09,8082,3.36,Houston,German,510,9196,10,Foodies,1/21/2021
23017,Innovate Industries,Social Media,Women 25-34,30 days,YouTube,0.1,11822,4.74,Miami,German,941,1769,3,Fashionistas,1/22/2021
23018,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.05,10689,2.57,Houston,Spanish,816,6038,6,Fashionistas,1/23/2021
23019,Alpha Innovations,Social Media,Men 25-34,60 days,Google Ads,0.02,16522,5.52,Houston,German,385,3762,9,Health & Wellness,1/24/2021
23020,Innovate Industries,Email,All Ages,60 days,YouTube,0.06,19630,2.14,Chicago,Mandarin,467,2338,1,Outdoor Adventurers,1/25/2021
23021,NexGen Systems,Search,Women 25-34,30 days,Facebook,0.01,17940,2.1,Houston,English,494,1891,1,Health & Wellness,1/26/2021
23022,TechCorp,Search,Men 25-34,30 days,Email,0.07,9272,3,New York,French,267,7800,7,Health & Wellness,1/27/2021
23023,NexGen Systems,Email,Women 25-34,45 days,Website,0.02,17000,6.87,Los Angeles,French,137,7782,5,Foodies,1/28/2021
23024,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.03,16173,2.27,Los Angeles,Spanish,964,5150,7,Outdoor Adventurers,1/29/2021
23025,Innovate Industries,Influencer,Women 35-44,60 days,Instagram,0.14,12137,2.96,Los Angeles,German,713,9724,10,Foodies,1/30/2021
23026,Innovate Industries,Display,Men 25-34,15 days,Email,0.09,8958,5.5,Chicago,Spanish,500,1441,2,Health & Wellness,1/31/2021
23027,TechCorp,Search,Women 25-34,15 days,YouTube,0.06,11440,5.2,Houston,French,761,6585,9,Tech Enthusiasts,2/1/2021
23028,Innovate Industries,Email,All Ages,60 days,YouTube,0.08,15795,7.97,Chicago,English,848,9537,7,Tech Enthusiasts,2/2/2021
23029,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.08,12893,2.67,New York,German,526,7746,10,Health & Wellness,2/3/2021
23030,NexGen Systems,Social Media,Men 18-24,60 days,Email,0.09,12869,2.13,New York,French,791,5326,4,Fashionistas,2/4/2021
23031,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.03,13488,4.27,Chicago,German,474,2348,4,Tech Enthusiasts,2/5/2021
23032,Innovate Industries,Influencer,All Ages,60 days,Email,0.11,17568,6.13,Los Angeles,Mandarin,181,1572,8,Fashionistas,2/6/2021
23033,Innovate Industries,Email,Men 18-24,30 days,YouTube,0.01,14246,2.95,Miami,Mandarin,737,4093,5,Outdoor Adventurers,2/7/2021
23034,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.11,7089,5.79,Houston,French,760,1304,8,Fashionistas,2/8/2021
23035,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.06,5711,2.22,Houston,Spanish,942,2594,6,Outdoor Adventurers,2/9/2021
23036,NexGen Systems,Email,Men 25-34,15 days,Website,0.11,19402,7.89,Chicago,French,984,9003,1,Foodies,2/10/2021
23037,TechCorp,Email,Women 25-34,45 days,Instagram,0.04,17072,2.75,New York,Mandarin,997,3400,10,Fashionistas,2/11/2021
23038,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.11,16982,3.11,Miami,French,783,7468,4,Tech Enthusiasts,2/12/2021
23039,Alpha Innovations,Social Media,Women 35-44,45 days,YouTube,0.03,18399,5.1,Miami,French,281,8293,8,Health & Wellness,2/13/2021
23040,NexGen Systems,Email,Men 25-34,45 days,Google Ads,0.05,5953,3.95,Los Angeles,Spanish,513,1230,8,Outdoor Adventurers,2/14/2021
23041,NexGen Systems,Display,Women 25-34,60 days,Facebook,0.13,5226,2.15,Los Angeles,French,994,5902,3,Tech Enthusiasts,2/15/2021
23042,Alpha Innovations,Search,Women 35-44,15 days,Google Ads,0.05,8653,7.63,Miami,German,372,1449,4,Tech Enthusiasts,2/16/2021
23043,TechCorp,Display,Men 25-34,45 days,Google Ads,0.15,7294,3.43,Chicago,French,416,1900,7,Health & Wellness,2/17/2021
23044,NexGen Systems,Email,All Ages,30 days,Website,0.1,6143,7.02,Miami,German,325,3916,3,Fashionistas,2/18/2021
23045,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,0.01,9615,6.71,Los Angeles,German,752,2759,7,Foodies,2/19/2021
23046,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,19345,7.55,Miami,English,371,5537,9,Outdoor Adventurers,2/20/2021
23047,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.14,8358,6.67,Miami,Mandarin,641,5319,4,Foodies,2/21/2021
23048,Innovate Industries,Display,Men 18-24,60 days,Website,0.1,13641,2.02,Chicago,Mandarin,568,7711,2,Outdoor Adventurers,2/22/2021
23049,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.05,6690,5.83,Chicago,Mandarin,754,3823,10,Tech Enthusiasts,2/23/2021
23050,Alpha Innovations,Influencer,Women 25-34,30 days,Website,0.11,8444,5.24,Houston,Mandarin,876,6536,10,Tech Enthusiasts,2/24/2021
23051,TechCorp,Display,Women 25-34,45 days,YouTube,0.03,16051,7,Miami,English,534,1720,10,Foodies,2/25/2021
23052,Innovate Industries,Email,All Ages,15 days,Facebook,0.02,9003,2,Los Angeles,English,931,6462,1,Health & Wellness,2/26/2021
23053,DataTech Solutions,Social Media,Women 35-44,30 days,Website,0.03,15017,4.59,New York,French,859,1010,5,Tech Enthusiasts,2/27/2021
23054,Alpha Innovations,Display,Men 25-34,45 days,Email,0.12,6297,3.46,Chicago,Spanish,943,7700,2,Health & Wellness,2/28/2021
23055,DataTech Solutions,Email,Women 35-44,15 days,Website,0.11,11677,5.52,Chicago,Mandarin,221,2176,6,Outdoor Adventurers,3/1/2021
23056,NexGen Systems,Email,Men 18-24,60 days,Instagram,0.1,16728,2.9,Houston,Spanish,279,2941,3,Health & Wellness,3/2/2021
23057,DataTech Solutions,Email,Women 25-34,45 days,Facebook,0.02,17695,4.63,Chicago,German,609,7289,7,Foodies,3/3/2021
23058,Alpha Innovations,Influencer,Women 35-44,45 days,Google Ads,0.07,7018,3.54,Houston,Mandarin,592,1388,4,Tech Enthusiasts,3/4/2021
23059,TechCorp,Display,All Ages,60 days,Website,0.02,8145,6.17,New York,German,813,2148,6,Foodies,3/5/2021
23060,NexGen Systems,Email,All Ages,30 days,Website,0.13,9297,2.3,Los Angeles,Mandarin,267,2733,10,Foodies,3/6/2021
23061,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.11,17064,2.57,New York,German,140,9215,6,Foodies,3/7/2021
23062,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.04,9257,3.19,Chicago,Mandarin,421,8557,7,Tech Enthusiasts,3/8/2021
23063,Alpha Innovations,Search,Men 25-34,60 days,Facebook,0.14,11168,4.66,Chicago,Mandarin,420,8040,5,Fashionistas,3/9/2021
23064,Innovate Industries,Display,Men 18-24,30 days,Email,0.07,16131,3.61,Los Angeles,Spanish,629,5902,9,Tech Enthusiasts,3/10/2021
23065,DataTech Solutions,Display,Women 25-34,60 days,Instagram,0.09,8069,3.62,Chicago,French,634,3567,1,Health & Wellness,3/11/2021
23066,Innovate Industries,Search,Women 25-34,15 days,Facebook,0.07,17095,5.09,Houston,Spanish,689,8556,6,Outdoor Adventurers,3/12/2021
23067,Innovate Industries,Email,Men 18-24,45 days,Email,0.08,12803,2.45,Los Angeles,English,630,6398,10,Fashionistas,3/13/2021
23068,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,0.05,13562,3.45,Chicago,Mandarin,635,3288,8,Tech Enthusiasts,3/14/2021
23069,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.05,7230,7.67,Houston,Mandarin,693,4505,3,Health & Wellness,3/15/2021
23070,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,0.07,11061,7.29,Miami,Spanish,648,5704,4,Health & Wellness,3/16/2021
23071,Alpha Innovations,Search,Women 25-34,30 days,YouTube,0.12,11259,4.11,Los Angeles,Spanish,678,2941,8,Outdoor Adventurers,3/17/2021
23072,Alpha Innovations,Display,Men 18-24,60 days,Website,0.01,13474,6.31,Houston,German,982,5077,2,Outdoor Adventurers,3/18/2021
23073,Alpha Innovations,Search,All Ages,45 days,Instagram,0.09,9119,6.32,Chicago,Spanish,452,4212,2,Foodies,3/19/2021
23074,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.1,10563,6.93,Los Angeles,Mandarin,873,6905,1,Outdoor Adventurers,3/20/2021
23075,Innovate Industries,Display,Men 18-24,30 days,Instagram,0.14,11575,7.43,Miami,French,827,9284,2,Foodies,3/21/2021
23076,Innovate Industries,Social Media,Women 35-44,60 days,Website,0.04,11040,2.07,Los Angeles,German,225,6489,3,Tech Enthusiasts,3/22/2021
23077,Alpha Innovations,Search,Women 35-44,45 days,Instagram,0.02,15708,7.36,Chicago,English,192,2458,7,Outdoor Adventurers,3/23/2021
23078,TechCorp,Social Media,Men 25-34,30 days,Email,0.02,17467,3.04,Miami,German,245,8887,10,Fashionistas,3/24/2021
23079,Innovate Industries,Social Media,Men 25-34,30 days,Instagram,0.12,17960,6.11,Los Angeles,English,996,1768,6,Fashionistas,3/25/2021
23080,DataTech Solutions,Search,All Ages,45 days,Facebook,0.09,11670,2.95,Los Angeles,German,295,6821,10,Fashionistas,3/26/2021
23081,Alpha Innovations,Influencer,Men 25-34,30 days,Website,0.14,14447,5.59,Chicago,German,532,8642,8,Fashionistas,3/27/2021
23082,Innovate Industries,Display,Women 35-44,30 days,Website,0.11,15952,7.26,Chicago,French,167,1486,6,Fashionistas,3/28/2021
23083,Alpha Innovations,Display,Men 18-24,15 days,Website,0.15,16314,2.78,Miami,English,889,9221,9,Foodies,3/29/2021
23084,DataTech Solutions,Influencer,Women 25-34,60 days,Website,0.05,13471,3.13,Los Angeles,Mandarin,832,2803,4,Tech Enthusiasts,3/30/2021
23085,Innovate Industries,Email,All Ages,30 days,Website,0.12,13951,5.77,New York,German,228,5512,1,Foodies,3/31/2021
23086,NexGen Systems,Display,All Ages,45 days,Instagram,0.02,10265,4.2,Los Angeles,German,766,2369,7,Health & Wellness,4/1/2021
23087,DataTech Solutions,Influencer,All Ages,15 days,YouTube,0.02,18993,2.1,Miami,Mandarin,714,5097,5,Health & Wellness,4/2/2021
23088,NexGen Systems,Search,Women 25-34,60 days,Facebook,0.1,5141,3.9,Houston,Spanish,596,1587,7,Health & Wellness,4/3/2021
23089,DataTech Solutions,Search,Men 25-34,45 days,Instagram,0.01,6617,3.87,Miami,German,533,3133,8,Fashionistas,4/4/2021
23090,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,0.06,12400,3.14,Miami,German,956,1969,1,Health & Wellness,4/5/2021
23091,Innovate Industries,Email,Men 18-24,45 days,Email,0.09,19769,4.67,Houston,English,716,1659,10,Fashionistas,4/6/2021
23092,NexGen Systems,Influencer,Men 25-34,45 days,Google Ads,0.07,9261,6.02,Los Angeles,Spanish,998,9650,8,Foodies,4/7/2021
23093,NexGen Systems,Email,All Ages,45 days,Instagram,0.15,9955,6,New York,English,287,2695,10,Foodies,4/8/2021
23094,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.05,19711,3.38,Miami,Mandarin,541,7529,3,Health & Wellness,4/9/2021
23095,TechCorp,Display,All Ages,45 days,Website,0.13,15691,5.87,Miami,French,649,9341,1,Fashionistas,4/10/2021
23096,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.1,5831,6.83,Miami,German,572,4134,9,Fashionistas,4/11/2021
23097,DataTech Solutions,Social Media,Women 35-44,60 days,Facebook,0.15,17338,6.79,New York,German,307,4641,6,Outdoor Adventurers,4/12/2021
23098,DataTech Solutions,Search,Men 18-24,45 days,Google Ads,0.1,15504,7.35,New York,Mandarin,986,3565,3,Health & Wellness,4/13/2021
23099,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.05,6608,2.04,Chicago,Mandarin,464,3706,3,Tech Enthusiasts,4/14/2021
23100,NexGen Systems,Search,All Ages,15 days,Instagram,0.07,17599,4.09,Los Angeles,Mandarin,879,7550,3,Fashionistas,4/15/2021
23101,TechCorp,Email,Women 35-44,30 days,Facebook,0.06,6826,2.41,Houston,Spanish,742,4517,2,Health & Wellness,4/16/2021
23102,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.1,16250,6.93,Chicago,German,683,3284,9,Fashionistas,4/17/2021
23103,TechCorp,Display,Men 18-24,30 days,Email,0.15,18360,2.06,Chicago,German,281,5240,9,Foodies,4/18/2021
23104,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.12,19916,6.03,New York,German,644,4150,8,Outdoor Adventurers,4/19/2021
23105,Alpha Innovations,Display,Women 35-44,15 days,Instagram,0.06,16352,3.82,Miami,French,556,4891,8,Tech Enthusiasts,4/20/2021
23106,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.03,19513,4.56,New York,Spanish,315,5152,2,Outdoor Adventurers,4/21/2021
23107,TechCorp,Influencer,All Ages,30 days,Website,0.12,17817,6.66,Chicago,Mandarin,377,1083,10,Health & Wellness,4/22/2021
23108,Alpha Innovations,Display,Men 18-24,30 days,Website,0.14,11705,5.42,Los Angeles,German,824,4676,7,Health & Wellness,4/23/2021
23109,NexGen Systems,Email,Men 25-34,15 days,Email,0.06,13948,5.39,Los Angeles,French,416,7134,3,Foodies,4/24/2021
23110,DataTech Solutions,Influencer,Women 35-44,45 days,Google Ads,0.03,14586,5.56,Chicago,Mandarin,371,4302,5,Foodies,4/25/2021
23111,Innovate Industries,Influencer,All Ages,30 days,YouTube,0.11,14014,3.56,Miami,French,760,1303,2,Outdoor Adventurers,4/26/2021
23112,DataTech Solutions,Search,Women 25-34,45 days,Email,0.07,15668,2.04,Houston,Spanish,132,2372,1,Health & Wellness,4/27/2021
23113,NexGen Systems,Display,All Ages,15 days,Email,0.07,13800,4.16,Chicago,Spanish,785,6556,5,Foodies,4/28/2021
23114,TechCorp,Social Media,All Ages,15 days,YouTube,0.03,8508,6.19,Los Angeles,English,400,6371,8,Health & Wellness,4/29/2021
23115,Alpha Innovations,Display,Men 25-34,30 days,Website,0.12,8351,2.76,Miami,Mandarin,387,7016,7,Foodies,4/30/2021
23116,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.11,8813,2.73,Chicago,French,619,8244,4,Health & Wellness,5/1/2021
23117,TechCorp,Display,Women 35-44,60 days,Facebook,0.03,10850,5.33,Los Angeles,Spanish,217,1395,3,Health & Wellness,5/2/2021
23118,Alpha Innovations,Search,Women 35-44,60 days,YouTube,0.04,13335,4.12,Chicago,German,177,2439,9,Tech Enthusiasts,5/3/2021
23119,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.09,17851,6.34,Miami,Mandarin,903,3483,4,Outdoor Adventurers,5/4/2021
23120,TechCorp,Social Media,Women 25-34,30 days,Website,0.06,8000,6.08,New York,German,484,1946,8,Outdoor Adventurers,5/5/2021
23121,TechCorp,Influencer,Women 25-34,15 days,Email,0.01,7314,5.79,Miami,Spanish,887,4132,5,Tech Enthusiasts,5/6/2021
23122,NexGen Systems,Email,Women 25-34,45 days,Instagram,0.06,7101,4.33,Houston,Spanish,501,3463,4,Foodies,5/7/2021
23123,DataTech Solutions,Search,Women 35-44,60 days,Email,0.11,19339,4.91,Chicago,Mandarin,375,3083,7,Tech Enthusiasts,5/8/2021
23124,TechCorp,Social Media,Men 18-24,30 days,Email,0.07,9119,6.94,Houston,Mandarin,681,3089,7,Outdoor Adventurers,5/9/2021
23125,NexGen Systems,Display,All Ages,30 days,Website,0.02,6014,5.2,Houston,Mandarin,525,2947,8,Fashionistas,5/10/2021
23126,TechCorp,Email,Women 25-34,60 days,YouTube,0.03,6606,5.74,Houston,Mandarin,704,8647,5,Fashionistas,5/11/2021
23127,Alpha Innovations,Search,Men 18-24,15 days,Email,0.04,13850,4.68,Houston,Spanish,228,9600,7,Foodies,5/12/2021
23128,Innovate Industries,Email,Men 18-24,15 days,Google Ads,0.02,16343,3.89,Los Angeles,Spanish,998,9007,4,Tech Enthusiasts,5/13/2021
23129,DataTech Solutions,Search,All Ages,45 days,Website,0.15,7728,7.91,Chicago,Spanish,608,7626,9,Fashionistas,5/14/2021
23130,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.14,6766,3.82,New York,English,460,2440,3,Foodies,5/15/2021
23131,DataTech Solutions,Social Media,Men 18-24,60 days,Instagram,0.01,12139,2.64,Chicago,English,271,8337,9,Outdoor Adventurers,5/16/2021
23132,NexGen Systems,Search,Women 35-44,15 days,Instagram,0.14,8497,2.81,Miami,French,317,4879,10,Fashionistas,5/17/2021
23133,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.1,8434,4.91,New York,English,912,3711,3,Health & Wellness,5/18/2021
23134,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.06,16122,5.23,Los Angeles,English,839,3720,3,Outdoor Adventurers,5/19/2021
23135,TechCorp,Display,Men 18-24,60 days,Email,0.05,6088,2.34,New York,German,372,9060,4,Tech Enthusiasts,5/20/2021
23136,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.1,19978,5.15,Los Angeles,German,478,2883,4,Outdoor Adventurers,5/21/2021
23137,TechCorp,Influencer,Women 25-34,15 days,YouTube,0.05,9186,5.91,New York,Mandarin,899,5575,6,Health & Wellness,5/22/2021
23138,Innovate Industries,Social Media,Women 25-34,45 days,Instagram,0.04,10246,2.69,Houston,Spanish,348,1997,7,Fashionistas,5/23/2021
23139,DataTech Solutions,Influencer,Men 25-34,60 days,Instagram,0.08,7307,2.86,Los Angeles,French,919,2464,1,Foodies,5/24/2021
23140,Innovate Industries,Social Media,Men 18-24,15 days,Email,0.06,14829,6.14,New York,Spanish,268,6494,10,Tech Enthusiasts,5/25/2021
23141,DataTech Solutions,Influencer,Men 25-34,30 days,Instagram,0.07,13088,4.71,New York,Mandarin,847,6083,3,Fashionistas,5/26/2021
23142,Alpha Innovations,Social Media,Women 25-34,15 days,Website,0.14,15497,5.97,Chicago,Spanish,708,1650,1,Outdoor Adventurers,5/27/2021
23143,TechCorp,Search,Women 25-34,30 days,Google Ads,0.11,10271,6.42,Chicago,Mandarin,899,9957,2,Fashionistas,5/28/2021
23144,DataTech Solutions,Email,Women 35-44,45 days,Facebook,0.01,6940,6.96,Los Angeles,Mandarin,211,7423,6,Health & Wellness,5/29/2021
23145,DataTech Solutions,Social Media,Men 18-24,60 days,Email,0.08,5527,7.92,Chicago,Mandarin,215,5059,10,Fashionistas,5/30/2021
23146,TechCorp,Email,Women 35-44,60 days,YouTube,0.12,19444,5.91,Houston,English,239,5497,6,Tech Enthusiasts,5/31/2021
23147,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.1,8685,7.45,Miami,Spanish,779,1718,6,Tech Enthusiasts,6/1/2021
